date,pageid,username,ipaddress,script_name,querystring,browser,language,exec
06/02/2004 16:29:53,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,187
06/02/2004 16:37:06,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,156
06/02/2004 16:38:31,home,guest,"10.33.34.30",/fullxml4/default.asp,mID=main&pID=home,IE 6.0,fr,234
06/02/2004 16:38:35,home,,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,187
06/02/2004 16:38:51,home,test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,250
06/02/2004 16:38:56,{a4773c12-6b3d-4e4a-8e95-77e0405486df},test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,171
06/02/2004 16:39:15,home,test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,250
06/02/2004 16:39:18,home,,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,171
06/02/2004 16:39:22,home,guest,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,218
06/02/2004 16:39:23,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,156
06/02/2004 16:40:09,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,156
